Tag,Burn_y_n,Patch,Location,grass_photo,needle_photo,GRASS_LOAD,NEEDLE_LOAD,TEN_HOUR,TotalFF,Totalclip,loggerSN.x,burn_during_Fire,RES_TIME,Max_Temp,Ave_Temp,date,temp_dose,FMC,Trees_5m_density,Tree_5m_MAXht,Transect_Total_Treecounts,loggerSN.y,InBarkBurn,RESTIMEBark,MaxTempBark,AveTempBark,TempDoseBark
17,yes,P,13,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,yes,S,13,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,yes,P,14,2.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,yes,S,14,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,yes,P,15,2,1,NA,NA,NA,NA,NA,8P-15.cs,FALSE,0,35.51,25.01,44279,0,11.34%,2,4,16,NA,NA,NA,NA,NA,NA
17,yes,S,15,2.5,3.5,NA,NA,NA,NA,NA,8S-15_0.,TRUE,154,321.45,72.34,44279,11140.11,3.05%,0,NA,1,NA,NA,NA,NA,NA,NA
17,yes,P,16,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,yes,S,16,1.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,yes,P,17,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,yes,S,17,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,yes,P,18,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,yes,S,18,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,yes,P,19,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,yes,S,19,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,yes,P,20,1,1.5,NA,NA,NA,NA,NA,8P-20.cs,FALSE,0,35.51,25.02,44279,0,8.95%,0,NA,16,NA,NA,NA,NA,NA,NA
17,yes,S,20,1.5,4,NA,NA,NA,NA,NA,8S-20.cs,FALSE,0,26.66,22.34,44279,0,13.06%,0,NA,1,NA,NA,NA,NA,NA,NA
18,yes,P,1,2.5,3.5,NA,NA,NA,NA,NA,9P-1.csv,TRUE,174,651,88.77,44285,15445.2,24.92%,7,2.25,41,NA,NA,NA,NA,NA,NA
18,yes,S,1,4,2,NA,NA,NA,NA,NA,9S-1.csv,TRUE,82,525.01,186.53,44285,15295.53,28.90%,0,NA,1,NA,NA,NA,NA,NA,NA
18,yes,P,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,yes,S,2,3.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,yes,P,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,yes,S,3,4,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,yes,P,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,yes,S,4,3.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,yes,P,5,1,2,NA,NA,NA,NA,NA,9P-5.csv,TRUE,83,604.67,167.8,44285,13927.05,29.31%,12,2.75,41,NA,NA,NA,NA,NA,NA
18,yes,S,5,4,1.5,NA,NA,NA,NA,NA,9S-5.csv,TRUE,243,207.92,69.45,44285,15546.76,25.12%,0,NA,1,NA,NA,NA,NA,NA,NA
18,yes,P,6,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,yes,S,6,4,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,yes,P,7,2.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,yes,S,7,3,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,yes,P,8,3.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,yes,S,8,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,yes,P,9,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,yes,S,9,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,yes,P,10,2,4,NA,NA,NA,NA,NA,9P-10.cs,TRUE,78,700.84,126.12,44285,9837.68,33.67%,14,1.75,41,9S-10B-P,TRUE,142,99.5,65.88077465,9355.07
18,yes,S,10,3,4,NA,NA,NA,NA,NA,9S-10.cs,TRUE,351,557.24,73.38,44285,15273.32,23.03%,1,2,1,NA,NA,NA,NA,NA,NA
18,yes,P,11,2.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,yes,S,11,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,yes,P,12,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,yes,S,12,4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,yes,P,13,3.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,yes,S,13,4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,yes,P,14,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,yes,S,14,4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,yes,P,15,1.5,2,NA,NA,NA,NA,NA,9P-15.cs,FALSE,1,40.29,40.29,44285,40.29,28.95%,7,2,41,NA,NA,NA,NA,NA,NA
18,yes,S,15,4,0.5,NA,NA,NA,NA,NA,9S-15.cs,TRUE,93,815.46,170.95,44285,15250.2,33.33%,0,NA,1,NA,NA,NA,NA,NA,NA
18,yes,P,16,2,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,yes,S,16,4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,yes,P,17,0.5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,yes,S,17,4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,yes,P,18,0.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,yes,S,18,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,yes,P,19,1.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,yes,S,19,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,yes,P,20,1,1,NA,NA,NA,NA,NA,9P-20.cs,TRUE,53,108.17,63.56,44285,3368.44,27.72%,1,0.25,41,NA,NA,NA,NA,NA,NA
18,yes,S,20,4,0.5,NA,NA,NA,NA,NA,9S-20.cs,TRUE,96,716.94,162.62,44285,15611.39,34.05%,0,NA,1,NA,NA,NA,NA,NA,NA
